trace_id,event_name,start_time,start_weekday,end_time,duration,resource,adaptation_action
258,D,2022-08-23 12:30:00+00:00,1,2022-08-23 13:00:00+00:00,30.0,Default Resource-000005,no-action
258,E,2022-08-23 13:00:00+00:00,1,2022-08-23 13:30:00+00:00,30.0,Default Resource-000002,no-action
258,F,2022-08-23 13:30:00+00:00,1,2022-08-23 14:00:00+00:00,30.0,Default Resource-000009,no-action
258,process end event,2022-08-23 14:00:00+00:00,1,2022-08-23 14:00:00+00:00,0.0,NA,no-action
259,process start event,2022-08-23 10:30:00+00:00,1,2022-08-23 10:30:00+00:00,0.0,NA,no-action
259,A,2022-08-23 10:30:00+00:00,1,2022-08-23 11:00:00+00:00,30.0,Default Resource-000010,no-action
259,B,2022-08-23 11:00:00+00:00,1,2022-08-23 11:40:00+00:00,40.0,Default Resource-000007,no-action
259,C,2022-08-23 11:40:00+00:00,1,2022-08-23 12:40:00+00:00,60.0,Default Resource-000004,no-action
259,D,2022-08-23 12:40:00+00:00,1,2022-08-23 13:10:00+00:00,30.0,Default Resource-000001,no-action
259,E,2022-08-23 13:10:00+00:00,1,2022-08-23 13:40:00+00:00,30.0,Default Resource-000008,no-action
259,F,2022-08-23 13:40:00+00:00,1,2022-08-23 14:10:00+00:00,30.0,Default Resource-000005,no-action
259,process end event,2022-08-23 14:10:00+00:00,1,2022-08-23 14:10:00+00:00,0.0,NA,no-action
260,process start event,2022-08-23 11:00:00+00:00,1,2022-08-23 11:00:00+00:00,0.0,NA,no-action
260,A,2022-08-23 11:00:00+00:00,1,2022-08-23 11:30:00+00:00,30.0,Default Resource-000006,no-action
260,B,2022-08-23 11:30:00+00:00,1,2022-08-23 12:20:00+00:00,50.0,Default Resource-000003,no-action
260,C,2022-08-23 12:20:00+00:00,1,2022-08-23 12:50:00+00:00,30.0,Default Resource-000010,no-action
260,D,2022-08-23 12:50:00+00:00,1,2022-08-23 13:20:00+00:00,30.0,Default Resource-000007,no-action
260,E,2022-08-23 13:20:00+00:00,1,2022-08-23 13:50:00+00:00,30.0,Default Resource-000004,no-action
260,F,2022-08-23 13:50:00+00:00,1,2022-08-23 14:20:00+00:00,30.0,Default Resource-000001,no-action
260,process end event,2022-08-23 14:20:00+00:00,1,2022-08-23 14:20:00+00:00,0.0,NA,no-action
261,process start event,2022-08-23 11:30:00+00:00,1,2022-08-23 11:30:00+00:00,0.0,NA,no-action
261,A,2022-08-23 11:30:00+00:00,1,2022-08-23 12:00:00+00:00,30.0,Default Resource-000002,no-action
261,B,2022-08-23 12:00:00+00:00,1,2022-08-23 13:00:00+00:00,60.0,Default Resource-000009,no-action
261,C,2022-08-23 13:00:00+00:00,1,2022-08-23 14:00:00+00:00,60.0,Default Resource-000006,no-action
261,D,2022-08-23 14:00:00+00:00,1,2022-08-23 14:30:00+00:00,30.0,Default Resource-000003,no-action
261,E,2022-08-23 14:30:00+00:00,1,2022-08-23 15:00:00+00:00,30.0,Default Resource-000010,no-action
261,F,2022-08-23 15:00:00+00:00,1,2022-08-23 15:30:00+00:00,30.0,Default Resource-000007,no-action
261,process end event,2022-08-23 15:30:00+00:00,1,2022-08-23 15:30:00+00:00,0.0,NA,no-action
262,process start event,2022-08-23 12:00:00+00:00,1,2022-08-23 12:00:00+00:00,0.0,NA,skip
262,A,2022-08-23 12:00:00+00:00,1,2022-08-23 12:30:00+00:00,30.0,Default Resource-000008,skip
262,B,2022-08-23 12:30:00+00:00,1,2022-08-23 13:20:00+00:00,50.0,Default Resource-000005,skip
262,C,2022-08-23 13:20:00+00:00,1,2022-08-23 14:50:00+00:00,90.0,Default Resource-000002,skip
262,D,2022-08-23 14:50:00+00:00,1,2022-08-23 15:20:00+00:00,30.0,Default Resource-000009,skip
262,F,2022-08-23 15:50:00+00:00,1,2022-08-23 16:20:00+00:00,30.0,Default Resource-000003,skip
262,process end event,2022-08-23 16:20:00+00:00,1,2022-08-23 16:20:00+00:00,0.0,NA,skip
263,process start event,2022-08-23 12:30:00+00:00,1,2022-08-23 12:30:00+00:00,0.0,NA,no-action
263,A,2022-08-23 12:30:00+00:00,1,2022-08-23 13:00:00+00:00,30.0,Default Resource-000004,no-action
263,B,2022-08-23 13:00:00+00:00,1,2022-08-23 13:40:00+00:00,40.0,Default Resource-000001,no-action
263,C,2022-08-23 13:40:00+00:00,1,2022-08-23 14:40:00+00:00,60.0,Default Resource-000008,no-action
263,D,2022-08-23 14:40:00+00:00,1,2022-08-23 15:10:00+00:00,30.0,Default Resource-000005,no-action
263,E,2022-08-23 15:10:00+00:00,1,2022-08-23 15:40:00+00:00,30.0,Default Resource-000002,no-action
263,F,2022-08-23 15:40:00+00:00,1,2022-08-23 16:10:00+00:00,30.0,Default Resource-000009,no-action
263,process end event,2022-08-23 16:10:00+00:00,1,2022-08-23 16:10:00+00:00,0.0,NA,no-action
264,process start event,2022-08-23 13:00:00+00:00,1,2022-08-23 13:00:00+00:00,0.0,NA,insert
264,A,2022-08-23 13:00:00+00:00,1,2022-08-23 13:30:00+00:00,30.0,Default Resource-000010,insert
264,B,2022-08-23 13:30:00+00:00,1,2022-08-23 14:00:00+00:00,30.0,Default Resource-000007,insert
264,C,2022-08-23 14:00:00+00:00,1,2022-08-23 14:30:00+00:00,30.0,Default Resource-000004,insert
264,D,2022-08-23 14:30:00+00:00,1,2022-08-23 15:00:00+00:00,30.0,Default Resource-000001,insert
264,E,2022-08-23 15:00:00+00:00,1,2022-08-23 15:30:00+00:00,30.0,Default Resource-000008,insert
264,F,2022-08-23 15:30:00+00:00,1,2022-08-23 16:00:00+00:00,30.0,Default Resource-000005,insert
264,I,2022-08-23 16:00:00+00:00,1,2022-08-23 16:30:00+00:00,30.0,Inserted_Activity_resource,insert
264,process end event,2022-08-23 16:00:00+00:00,1,2022-08-23 16:00:00+00:00,0.0,NA,insert
265,process start event,2022-08-23 13:30:00+00:00,1,2022-08-23 13:30:00+00:00,0.0,NA,no-action
265,A,2022-08-23 13:30:00+00:00,1,2022-08-23 14:00:00+00:00,30.0,Default Resource-000006,no-action
265,B,2022-08-23 14:00:00+00:00,1,2022-08-23 14:40:00+00:00,40.0,Default Resource-000003,no-action
265,C,2022-08-23 14:40:00+00:00,1,2022-08-23 15:40:00+00:00,60.0,Default Resource-000010,no-action
265,D,2022-08-23 15:40:00+00:00,1,2022-08-23 16:10:00+00:00,30.0,Default Resource-000007,no-action
265,E,2022-08-23 16:10:00+00:00,1,2022-08-23 16:40:00+00:00,30.0,Default Resource-000004,no-action
265,F,2022-08-23 16:40:00+00:00,1,2022-08-23 17:10:00+00:00,30.0,Default Resource-000001,no-action
265,process end event,2022-08-23 17:10:00+00:00,1,2022-08-23 17:10:00+00:00,0.0,NA,no-action
266,process start event,2022-08-23 14:00:00+00:00,1,2022-08-23 14:00:00+00:00,0.0,NA,skip
266,A,2022-08-23 14:00:00+00:00,1,2022-08-23 14:30:00+00:00,30.0,Default Resource-000002,skip
266,B,2022-08-23 14:30:00+00:00,1,2022-08-23 15:20:00+00:00,50.0,Default Resource-000009,skip
266,C,2022-08-23 15:20:00+00:00,1,2022-08-23 16:50:00+00:00,90.0,Default Resource-000006,skip
266,D,2022-08-23 16:50:00+00:00,1,2022-08-23 17:20:00+00:00,30.0,Default Resource-000003,skip
266,F,2022-08-23 17:50:00+00:00,1,2022-08-23 18:20:00+00:00,30.0,Default Resource-000007,skip
266,process end event,2022-08-23 18:20:00+00:00,1,2022-08-23 18:20:00+00:00,0.0,NA,skip
267,process start event,2022-08-23 14:30:00+00:00,1,2022-08-23 14:30:00+00:00,0.0,NA,skip
267,A,2022-08-23 14:30:00+00:00,1,2022-08-23 15:00:00+00:00,30.0,Default Resource-000008,skip
267,B,2022-08-23 15:00:00+00:00,1,2022-08-23 16:00:00+00:00,60.0,Default Resource-000005,skip
267,C,2022-08-23 16:00:00+00:00,1,2022-08-23 17:00:00+00:00,60.0,Default Resource-000002,skip
267,D,2022-08-23 17:00:00+00:00,1,2022-08-23 17:30:00+00:00,30.0,Default Resource-000009,skip
267,F,2022-08-23 18:00:00+00:00,1,2022-08-24 10:30:00+00:00,990.0,Default Resource-000003,skip
267,process end event,2022-08-24 10:30:00+00:00,2,2022-08-24 10:30:00+00:00,0.0,NA,skip
268,process start event,2022-08-23 15:00:00+00:00,1,2022-08-23 15:00:00+00:00,0.0,NA,skip
268,A,2022-08-23 15:00:00+00:00,1,2022-08-23 15:30:00+00:00,30.0,Default Resource-000004,skip
268,B,2022-08-23 15:30:00+00:00,1,2022-08-23 16:20:00+00:00,50.0,Default Resource-000001,skip
268,C,2022-08-23 16:20:00+00:00,1,2022-08-23 16:50:00+00:00,30.0,Default Resource-000008,skip
268,D,2022-08-23 16:50:00+00:00,1,2022-08-23 17:20:00+00:00,30.0,Default Resource-000005,skip
268,F,2022-08-24 09:50:00+00:00,2,2022-08-24 10:20:00+00:00,30.0,Default Resource-000009,skip
268,process end event,2022-08-24 10:20:00+00:00,2,2022-08-24 10:20:00+00:00,0.0,NA,skip
269,process start event,2022-08-23 15:30:00+00:00,1,2022-08-23 15:30:00+00:00,0.0,NA,skip
269,A,2022-08-23 15:30:00+00:00,1,2022-08-23 16:00:00+00:00,30.0,Default Resource-000010,skip
269,B,2022-08-23 16:00:00+00:00,1,2022-08-23 16:40:00+00:00,40.0,Default Resource-000007,skip
269,C,2022-08-23 16:40:00+00:00,1,2022-08-23 17:40:00+00:00,60.0,Default Resource-000004,skip
269,D,2022-08-23 17:40:00+00:00,1,2022-08-24 10:10:00+00:00,990.0,Default Resource-000001,skip
269,F,2022-08-24 10:40:00+00:00,2,2022-08-24 11:10:00+00:00,30.0,Default Resource-000005,skip
269,process end event,2022-08-24 11:10:00+00:00,2,2022-08-24 11:10:00+00:00,0.0,NA,skip
270,process start event,2022-08-23 16:00:00+00:00,1,2022-08-23 16:00:00+00:00,0.0,NA,no-action
270,A,2022-08-23 16:00:00+00:00,1,2022-08-23 16:30:00+00:00,30.0,Default Resource-000006,no-action
270,B,2022-08-23 16:30:00+00:00,1,2022-08-23 17:00:00+00:00,30.0,Default Resource-000003,no-action
270,C,2022-08-23 17:00:00+00:00,1,2022-08-23 18:30:00+00:00,90.0,Default Resource-000010,no-action
270,D,2022-08-23 18:30:00+00:00,1,2022-08-23 19:00:00+00:00,30.0,Default Resource-000007,no-action
270,E,2022-08-23 19:00:00+00:00,1,2022-08-23 19:30:00+00:00,30.0,Default Resource-000004,no-action
270,F,2022-08-23 19:30:00+00:00,1,2022-08-23 20:00:00+00:00,30.0,Default Resource-000001,no-action
270,process end event,2022-08-23 20:00:00+00:00,1,2022-08-23 20:00:00+00:00,0.0,NA,no-action
271,process start event,2022-08-23 16:30:00+00:00,1,2022-08-23 16:30:00+00:00,0.0,NA,no-action
271,A,2022-08-23 16:30:00+00:00,1,2022-08-23 17:00:00+00:00,30.0,Default Resource-000002,no-action
271,B,2022-08-23 17:00:00+00:00,1,2022-08-23 17:40:00+00:00,40.0,Default Resource-000009,no-action
271,C,2022-08-23 17:40:00+00:00,1,2022-08-23 18:40:00+00:00,60.0,Default Resource-000006,no-action
271,D,2022-08-23 18:40:00+00:00,1,2022-08-23 19:10:00+00:00,30.0,Default Resource-000003,no-action
271,E,2022-08-23 19:10:00+00:00,1,2022-08-23 19:40:00+00:00,30.0,Default Resource-000010,no-action
271,F,2022-08-23 19:40:00+00:00,1,2022-08-23 20:10:00+00:00,30.0,Default Resource-000007,no-action
271,process end event,2022-08-23 20:10:00+00:00,1,2022-08-23 20:10:00+00:00,0.0,NA,no-action
272,process start event,2022-08-23 17:00:00+00:00,1,2022-08-23 17:00:00+00:00,0.0,NA,skip
272,A,2022-08-23 17:00:00+00:00,1,2022-08-24 09:30:00+00:00,990.0,Default Resource-000008,skip
272,B,2022-08-24 09:30:00+00:00,2,2022-08-24 10:20:00+00:00,50.0,Default Resource-000005,skip
272,C,2022-08-24 10:20:00+00:00,2,2022-08-24 10:50:00+00:00,30.0,Default Resource-000002,skip
272,D,2022-08-24 10:50:00+00:00,2,2022-08-24 11:20:00+00:00,30.0,Default Resource-000009,skip
272,F,2022-08-24 11:50:00+00:00,2,2022-08-24 12:20:00+00:00,30.0,Default Resource-000003,skip
272,process end event,2022-08-24 12:20:00+00:00,2,2022-08-24 12:20:00+00:00,0.0,NA,skip
273,process start event,2022-08-24 09:30:00+00:00,2,2022-08-24 09:30:00+00:00,0.0,NA,no-action
273,A,2022-08-24 09:30:00+00:00,2,2022-08-24 10:00:00+00:00,30.0,Default Resource-000004,no-action
273,B,2022-08-24 10:00:00+00:00,2,2022-08-24 11:00:00+00:00,60.0,Default Resource-000001,no-action
273,C,2022-08-24 11:00:00+00:00,2,2022-08-24 12:00:00+00:00,60.0,Default Resource-000008,no-action
273,D,2022-08-24 12:00:00+00:00,2,2022-08-24 12:30:00+00:00,30.0,Default Resource-000005,no-action
273,E,2022-08-24 12:30:00+00:00,2,2022-08-24 13:00:00+00:00,30.0,Default Resource-000002,no-action
273,F,2022-08-24 13:00:00+00:00,2,2022-08-24 13:30:00+00:00,30.0,Default Resource-000009,no-action
273,process end event,2022-08-24 13:30:00+00:00,2,2022-08-24 13:30:00+00:00,0.0,NA,no-action
274,process start event,2022-08-24 10:00:00+00:00,2,2022-08-24 10:00:00+00:00,0.0,NA,skip
274,A,2022-08-24 10:00:00+00:00,2,2022-08-24 10:30:00+00:00,30.0,Default Resource-000010,skip
274,B,2022-08-24 10:30:00+00:00,2,2022-08-24 11:20:00+00:00,50.0,Default Resource-000007,skip
274,C,2022-08-24 11:20:00+00:00,2,2022-08-24 12:50:00+00:00,90.0,Default Resource-000004,skip
274,D,2022-08-24 12:50:00+00:00,2,2022-08-24 13:20:00+00:00,30.0,Default Resource-000001,skip
274,F,2022-08-24 13:50:00+00:00,2,2022-08-24 14:20:00+00:00,30.0,Default Resource-000005,skip
274,process end event,2022-08-24 14:20:00+00:00,2,2022-08-24 14:20:00+00:00,0.0,NA,skip
275,process start event,2022-08-24 10:30:00+00:00,2,2022-08-24 10:30:00+00:00,0.0,NA,no-action
275,A,2022-08-24 10:30:00+00:00,2,2022-08-24 11:00:00+00:00,30.0,Default Resource-000006,no-action
275,B,2022-08-24 11:00:00+00:00,2,2022-08-24 11:40:00+00:00,40.0,Default Resource-000003,no-action
275,C,2022-08-24 11:40:00+00:00,2,2022-08-24 12:40:00+00:00,60.0,Default Resource-000010,no-action
275,D,2022-08-24 12:40:00+00:00,2,2022-08-24 13:10:00+00:00,30.0,Default Resource-000007,no-action
275,E,2022-08-24 13:10:00+00:00,2,2022-08-24 13:40:00+00:00,30.0,Default Resource-000004,no-action
275,F,2022-08-24 13:40:00+00:00,2,2022-08-24 14:10:00+00:00,30.0,Default Resource-000001,no-action
275,process end event,2022-08-24 14:10:00+00:00,2,2022-08-24 14:10:00+00:00,0.0,NA,no-action
276,process start event,2022-08-24 11:00:00+00:00,2,2022-08-24 11:00:00+00:00,0.0,NA,insert
276,A,2022-08-24 11:00:00+00:00,2,2022-08-24 11:30:00+00:00,30.0,Default Resource-000002,insert
276,B,2022-08-24 11:30:00+00:00,2,2022-08-24 12:00:00+00:00,30.0,Default Resource-000009,insert
276,C,2022-08-24 12:00:00+00:00,2,2022-08-24 12:30:00+00:00,30.0,Default Resource-000006,insert
276,D,2022-08-24 12:30:00+00:00,2,2022-08-24 13:00:00+00:00,30.0,Default Resource-000003,insert
276,E,2022-08-24 13:00:00+00:00,2,2022-08-24 13:30:00+00:00,30.0,Default Resource-000010,insert
276,F,2022-08-24 13:30:00+00:00,2,2022-08-24 14:00:00+00:00,30.0,Default Resource-000007,insert
276,I,2022-08-24 14:00:00+00:00,2,2022-08-24 14:30:00+00:00,30.0,Inserted_Activity_resource,insert
276,process end event,2022-08-24 14:00:00+00:00,2,2022-08-24 14:00:00+00:00,0.0,NA,insert
277,process start event,2022-08-24 11:30:00+00:00,2,2022-08-24 11:30:00+00:00,0.0,NA,no-action
277,A,2022-08-24 11:30:00+00:00,2,2022-08-24 12:00:00+00:00,30.0,Default Resource-000008,no-action
277,B,2022-08-24 12:00:00+00:00,2,2022-08-24 12:40:00+00:00,40.0,Default Resource-000005,no-action
277,C,2022-08-24 12:40:00+00:00,2,2022-08-24 13:40:00+00:00,60.0,Default Resource-000002,no-action
277,D,2022-08-24 13:40:00+00:00,2,2022-08-24 14:10:00+00:00,30.0,Default Resource-000009,no-action
277,E,2022-08-24 14:10:00+00:00,2,2022-08-24 14:40:00+00:00,30.0,Default Resource-000006,no-action
277,F,2022-08-24 14:40:00+00:00,2,2022-08-24 15:10:00+00:00,30.0,Default Resource-000003,no-action
277,process end event,2022-08-24 15:10:00+00:00,2,2022-08-24 15:10:00+00:00,0.0,NA,no-action
278,process start event,2022-08-24 12:00:00+00:00,2,2022-08-24 12:00:00+00:00,0.0,NA,skip
278,A,2022-08-24 12:00:00+00:00,2,2022-08-24 12:30:00+00:00,30.0,Default Resource-000004,skip
278,B,2022-08-24 12:30:00+00:00,2,2022-08-24 13:20:00+00:00,50.0,Default Resource-000001,skip
278,C,2022-08-24 13:20:00+00:00,2,2022-08-24 14:50:00+00:00,90.0,Default Resource-000008,skip
278,D,2022-08-24 14:50:00+00:00,2,2022-08-24 15:20:00+00:00,30.0,Default Resource-000005,skip
278,F,2022-08-24 15:50:00+00:00,2,2022-08-24 16:20:00+00:00,30.0,Default Resource-000009,skip
278,process end event,2022-08-24 16:20:00+00:00,2,2022-08-24 16:20:00+00:00,0.0,NA,skip
279,process start event,2022-08-24 12:30:00+00:00,2,2022-08-24 12:30:00+00:00,0.0,NA,no-action
279,A,2022-08-24 12:30:00+00:00,2,2022-08-24 13:00:00+00:00,30.0,Default Resource-000010,no-action
279,B,2022-08-24 13:00:00+00:00,2,2022-08-24 14:00:00+00:00,60.0,Default Resource-000007,no-action
279,C,2022-08-24 14:00:00+00:00,2,2022-08-24 15:00:00+00:00,60.0,Default Resource-000004,no-action
279,D,2022-08-24 15:00:00+00:00,2,2022-08-24 15:30:00+00:00,30.0,Default Resource-000001,no-action
279,E,2022-08-24 15:30:00+00:00,2,2022-08-24 16:00:00+00:00,30.0,Default Resource-000008,no-action
279,F,2022-08-24 16:00:00+00:00,2,2022-08-24 16:30:00+00:00,30.0,Default Resource-000005,no-action
279,process end event,2022-08-24 16:30:00+00:00,2,2022-08-24 16:30:00+00:00,0.0,NA,no-action
280,process start event,2022-08-24 13:00:00+00:00,2,2022-08-24 13:00:00+00:00,0.0,NA,no-action
280,A,2022-08-24 13:00:00+00:00,2,2022-08-24 13:30:00+00:00,30.0,Default Resource-000006,no-action
280,B,2022-08-24 13:30:00+00:00,2,2022-08-24 14:20:00+00:00,50.0,Default Resource-000003,no-action
280,C,2022-08-24 14:20:00+00:00,2,2022-08-24 14:50:00+00:00,30.0,Default Resource-000010,no-action
280,D,2022-08-24 14:50:00+00:00,2,2022-08-24 15:20:00+00:00,30.0,Default Resource-000007,no-action
280,E,2022-08-24 15:20:00+00:00,2,2022-08-24 15:50:00+00:00,30.0,Default Resource-000004,no-action
280,F,2022-08-24 15:50:00+00:00,2,2022-08-24 16:20:00+00:00,30.0,Default Resource-000001,no-action
280,process end event,2022-08-24 16:20:00+00:00,2,2022-08-24 16:20:00+00:00,0.0,NA,no-action
281,process start event,2022-08-24 13:30:00+00:00,2,2022-08-24 13:30:00+00:00,0.0,NA,no-action
281,A,2022-08-24 13:30:00+00:00,2,2022-08-24 14:00:00+00:00,30.0,Default Resource-000002,no-action
281,B,2022-08-24 14:00:00+00:00,2,2022-08-24 14:40:00+00:00,40.0,Default Resource-000009,no-action
281,C,2022-08-24 14:40:00+00:00,2,2022-08-24 15:40:00+00:00,60.0,Default Resource-000006,no-action
281,D,2022-08-24 15:40:00+00:00,2,2022-08-24 16:10:00+00:00,30.0,Default Resource-000003,no-action
281,E,2022-08-24 16:10:00+00:00,2,2022-08-24 16:40:00+00:00,30.0,Default Resource-000010,no-action
281,F,2022-08-24 16:40:00+00:00,2,2022-08-24 17:10:00+00:00,30.0,Default Resource-000007,no-action
281,process end event,2022-08-24 17:10:00+00:00,2,2022-08-24 17:10:00+00:00,0.0,NA,no-action
282,process start event,2022-08-24 14:00:00+00:00,2,2022-08-24 14:00:00+00:00,0.0,NA,no-action
282,A,2022-08-24 14:00:00+00:00,2,2022-08-24 14:30:00+00:00,30.0,Default Resource-000008,no-action
282,B,2022-08-24 14:30:00+00:00,2,2022-08-24 15:00:00+00:00,30.0,Default Resource-000005,no-action
282,C,2022-08-24 15:00:00+00:00,2,2022-08-24 16:30:00+00:00,90.0,Default Resource-000002,no-action
282,D,2022-08-24 16:30:00+00:00,2,2022-08-24 17:00:00+00:00,30.0,Default Resource-000009,no-action
282,E,2022-08-24 17:00:00+00:00,2,2022-08-24 17:30:00+00:00,30.0,Default Resource-000006,no-action
282,F,2022-08-24 17:30:00+00:00,2,2022-08-24 18:00:00+00:00,30.0,Default Resource-000003,no-action
282,process end event,2022-08-24 18:00:00+00:00,2,2022-08-24 18:00:00+00:00,0.0,NA,no-action
283,process start event,2022-08-24 14:30:00+00:00,2,2022-08-24 14:30:00+00:00,0.0,NA,skip
283,A,2022-08-24 14:30:00+00:00,2,2022-08-24 15:00:00+00:00,30.0,Default Resource-000004,skip
283,B,2022-08-24 15:00:00+00:00,2,2022-08-24 15:40:00+00:00,40.0,Default Resource-000001,skip
283,C,2022-08-24 15:40:00+00:00,2,2022-08-24 16:40:00+00:00,60.0,Default Resource-000008,skip
283,D,2022-08-24 16:40:00+00:00,2,2022-08-24 17:10:00+00:00,30.0,Default Resource-000005,skip
283,F,2022-08-24 17:40:00+00:00,2,2022-08-25 10:10:00+00:00,990.0,Default Resource-000009,skip
283,process end event,2022-08-25 10:10:00+00:00,3,2022-08-25 10:10:00+00:00,0.0,NA,skip
284,process start event,2022-08-24 15:00:00+00:00,2,2022-08-24 15:00:00+00:00,0.0,NA,skip
284,A,2022-08-24 15:00:00+00:00,2,2022-08-24 15:30:00+00:00,30.0,Default Resource-000010,skip
284,B,2022-08-24 15:30:00+00:00,2,2022-08-24 16:20:00+00:00,50.0,Default Resource-000007,skip
284,C,2022-08-24 16:20:00+00:00,2,2022-08-24 16:50:00+00:00,30.0,Default Resource-000004,skip
284,D,2022-08-24 16:50:00+00:00,2,2022-08-24 17:20:00+00:00,30.0,Default Resource-000001,skip
284,F,2022-08-25 09:50:00+00:00,3,2022-08-25 10:20:00+00:00,30.0,Default Resource-000005,skip
284,process end event,2022-08-25 10:20:00+00:00,3,2022-08-25 10:20:00+00:00,0.0,NA,skip
285,process start event,2022-08-24 15:30:00+00:00,2,2022-08-24 15:30:00+00:00,0.0,NA,skip
285,A,2022-08-24 15:30:00+00:00,2,2022-08-24 16:00:00+00:00,30.0,Default Resource-000006,skip
285,B,2022-08-24 16:00:00+00:00,2,2022-08-24 17:00:00+00:00,60.0,Default Resource-000003,skip
285,C,2022-08-24 17:00:00+00:00,2,2022-08-24 18:00:00+00:00,60.0,Default Resource-000010,skip
285,D,2022-08-24 18:00:00+00:00,2,2022-08-25 10:30:00+00:00,990.0,Default Resource-000007,skip
285,F,2022-08-25 11:00:00+00:00,3,2022-08-25 11:30:00+00:00,30.0,Default Resource-000001,skip
285,process end event,2022-08-25 11:30:00+00:00,3,2022-08-25 11:30:00+00:00,0.0,NA,skip
286,process start event,2022-08-24 16:00:00+00:00,2,2022-08-24 16:00:00+00:00,0.0,NA,skip
286,A,2022-08-24 16:00:00+00:00,2,2022-08-24 16:30:00+00:00,30.0,Default Resource-000002,skip
286,B,2022-08-24 16:30:00+00:00,2,2022-08-24 17:20:00+00:00,50.0,Default Resource-000009,skip
286,C,2022-08-24 17:20:00+00:00,2,2022-08-24 18:50:00+00:00,90.0,Default Resource-000006,skip
286,D,2022-08-24 18:50:00+00:00,2,2022-08-24 19:20:00+00:00,30.0,Default Resource-000003,skip
286,F,2022-08-24 19:50:00+00:00,2,2022-08-24 20:20:00+00:00,30.0,Default Resource-000007,skip
286,process end event,2022-08-24 20:20:00+00:00,2,2022-08-24 20:20:00+00:00,0.0,NA,skip
287,process start event,2022-08-24 16:30:00+00:00,2,2022-08-24 16:30:00+00:00,0.0,NA,no-action
287,A,2022-08-24 16:30:00+00:00,2,2022-08-24 17:00:00+00:00,30.0,Default Resource-000008,no-action
287,B,2022-08-24 17:00:00+00:00,2,2022-08-24 17:40:00+00:00,40.0,Default Resource-000005,no-action
287,C,2022-08-24 17:40:00+00:00,2,2022-08-24 18:40:00+00:00,60.0,Default Resource-000002,no-action
287,D,2022-08-24 18:40:00+00:00,2,2022-08-24 19:10:00+00:00,30.0,Default Resource-000009,no-action
287,E,2022-08-24 19:10:00+00:00,2,2022-08-24 19:40:00+00:00,30.0,Default Resource-000006,no-action
287,F,2022-08-24 19:40:00+00:00,2,2022-08-24 20:10:00+00:00,30.0,Default Resource-000003,no-action
287,process end event,2022-08-24 20:10:00+00:00,2,2022-08-24 20:10:00+00:00,0.0,NA,no-action
288,process start event,2022-08-24 17:00:00+00:00,2,2022-08-24 17:00:00+00:00,0.0,NA,skip
288,A,2022-08-24 17:00:00+00:00,2,2022-08-25 09:30:00+00:00,990.0,Default Resource-000004,skip
288,B,2022-08-25 09:30:00+00:00,3,2022-08-25 10:00:00+00:00,30.0,Default Resource-000001,skip
288,C,2022-08-25 10:00:00+00:00,3,2022-08-25 10:30:00+00:00,30.0,Default Resource-000008,skip
288,D,2022-08-25 10:30:00+00:00,3,2022-08-25 11:00:00+00:00,30.0,Default Resource-000005,skip
288,F,2022-08-25 11:30:00+00:00,3,2022-08-25 12:00:00+00:00,30.0,Default Resource-000009,skip
288,process end event,2022-08-25 12:00:00+00:00,3,2022-08-25 12:00:00+00:00,0.0,NA,skip
289,process start event,2022-08-25 09:30:00+00:00,3,2022-08-25 09:30:00+00:00,0.0,NA,no-action
289,A,2022-08-25 09:30:00+00:00,3,2022-08-25 10:00:00+00:00,30.0,Default Resource-000010,no-action
289,B,2022-08-25 10:00:00+00:00,3,2022-08-25 10:40:00+00:00,40.0,Default Resource-000007,no-action
289,C,2022-08-25 10:40:00+00:00,3,2022-08-25 11:40:00+00:00,60.0,Default Resource-000004,no-action
289,D,2022-08-25 11:40:00+00:00,3,2022-08-25 12:10:00+00:00,30.0,Default Resource-000001,no-action
289,E,2022-08-25 12:10:00+00:00,3,2022-08-25 12:40:00+00:00,30.0,Default Resource-000008,no-action
289,F,2022-08-25 12:40:00+00:00,3,2022-08-25 13:10:00+00:00,30.0,Default Resource-000005,no-action
289,process end event,2022-08-25 13:10:00+00:00,3,2022-08-25 13:10:00+00:00,0.0,NA,no-action
290,process start event,2022-08-25 10:00:00+00:00,3,2022-08-25 10:00:00+00:00,0.0,NA,skip
290,A,2022-08-25 10:00:00+00:00,3,2022-08-25 10:30:00+00:00,30.0,Default Resource-000006,skip
290,B,2022-08-25 10:30:00+00:00,3,2022-08-25 11:20:00+00:00,50.0,Default Resource-000003,skip
290,C,2022-08-25 11:20:00+00:00,3,2022-08-25 12:50:00+00:00,90.0,Default Resource-000010,skip
290,D,2022-08-25 12:50:00+00:00,3,2022-08-25 13:20:00+00:00,30.0,Default Resource-000007,skip
290,F,2022-08-25 13:50:00+00:00,3,2022-08-25 14:20:00+00:00,30.0,Default Resource-000001,skip
290,process end event,2022-08-25 14:20:00+00:00,3,2022-08-25 14:20:00+00:00,0.0,NA,skip
291,process start event,2022-08-25 10:30:00+00:00,3,2022-08-25 10:30:00+00:00,0.0,NA,no-action
291,A,2022-08-25 10:30:00+00:00,3,2022-08-25 11:00:00+00:00,30.0,Default Resource-000002,no-action
291,B,2022-08-25 11:00:00+00:00,3,2022-08-25 12:00:00+00:00,60.0,Default Resource-000009,no-action
