trace_id,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@I,event:event_name@process end event,event:event_name@process start event,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@I,event:concept:name@process end event,event:concept:name@process start event,event:adaptation_action@insert,event:adaptation_action@no-action,event:adaptation_action@skip,event:@@index,event:@@case_index,event:start_weekday,event:resource,event:duration,event:trace_id,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@process end event#I,succession:concept:name@process start event#A,trace:cycle_time,adaptation_action
152,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1170,152,0,,0.0,235,1,1,1,0,1,0,1,0,1,223.72819441666667,insert
153,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1177,153,0,,0.0,236,1,1,1,0,1,0,1,0,1,235.17583841666666,no-action
154,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1184,154,0,,0.0,237,1,1,1,0,1,0,1,0,1,266.2404881333333,skip
155,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1192,155,4,,0.0,238,1,1,1,1,0,1,1,0,1,3835.596533433333,skip
156,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1200,156,4,,0.0,239,1,1,1,1,0,1,1,0,1,4208.200029316667,skip
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1209,157,1,Inserted_Activity_resource,30.0,24,1,1,1,1,0,1,1,1,1,3922.9638260166666,skip
158,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1216,158,0,,0.0,240,1,1,1,0,1,0,1,0,1,262.88505103333335,skip
159,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1224,159,0,,0.0,241,1,1,1,1,0,1,1,0,1,242.62977365,no-action
160,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1231,160,0,,0.0,242,1,1,1,0,1,0,1,0,1,3993.505599283333,skip
161,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1239,161,0,,0.0,243,1,1,1,1,0,1,1,0,1,225.28649075,no-action
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1248,162,0,Inserted_Activity_resource,30.0,244,1,1,1,1,0,1,1,1,1,259.1536866,skip
163,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1256,163,0,,0.0,245,1,1,1,1,0,1,1,0,1,227.3370241,no-action
164,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1264,164,0,,0.0,246,1,1,1,1,0,1,1,0,1,200.86455893333334,no-action
165,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1272,165,0,,0.0,247,1,1,1,1,0,1,1,0,1,238.14622836666666,no-action
166,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1280,166,0,,0.0,248,1,1,1,1,0,1,1,0,1,257.0083594833333,skip
167,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1288,167,0,,0.0,249,1,1,1,1,0,1,1,0,1,215.68776728333333,no-action
168,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1296,168,1,,0.0,25,1,1,1,1,0,1,1,0,1,208.66917525,insert
169,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1303,169,0,,0.0,250,1,1,1,0,1,0,1,0,1,212.2379236,no-action
170,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1310,170,1,,0.0,251,1,1,1,0,1,0,1,0,1,264.1871641833333,skip
171,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1317,171,1,,0.0,252,1,1,1,0,1,0,1,0,1,1179.4314578833332,skip
172,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1324,172,1,,0.0,253,1,1,1,0,1,0,1,0,1,1308.6500432,skip
173,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1331,173,0,,0.0,254,1,1,1,0,1,0,1,0,1,1068.6069987333333,skip
174,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1339,174,0,,0.0,255,1,1,1,1,0,1,1,0,1,241.10473175,no-action
175,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1346,175,1,,0.0,256,1,1,1,0,1,0,1,0,1,223.81456721666666,no-action
176,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1354,176,1,,0.0,257,1,1,1,1,0,1,1,0,1,1144.1285035333333,skip
177,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1362,177,1,,0.0,258,1,1,1,1,0,1,1,0,1,236.54169141666668,no-action
178,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1370,178,1,,0.0,259,1,1,1,1,0,1,1,0,1,259.469765,skip
179,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1377,179,1,,0.0,26,1,1,1,0,1,0,1,0,1,221.44236865,no-action
180,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1385,180,1,,0.0,260,1,1,1,1,0,1,1,0,1,216.8241341,insert
181,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1393,181,1,,0.0,261,1,1,1,1,0,1,1,0,1,225.4871127,no-action
182,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1400,182,1,,0.0,262,1,1,1,0,1,0,1,0,1,247.34492035,no-action
183,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1408,183,1,,0.0,263,1,1,1,1,0,1,1,0,1,242.39930313333332,no-action
184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1417,184,1,Inserted_Activity_resource,30.0,264,1,1,1,1,0,1,1,1,1,204.69431696666666,no-action
185,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1425,185,1,,0.0,265,1,1,1,1,0,1,1,0,1,229.75042513333332,no-action
186,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1432,186,1,,0.0,266,1,1,1,0,1,0,1,0,1,241.54872031666667,no-action
187,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1439,187,2,,0.0,267,1,1,1,0,1,0,1,0,1,1118.4199642333333,skip
188,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1446,188,2,,0.0,268,1,1,1,0,1,0,1,0,1,1189.0155864833334,skip
189,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1453,189,2,,0.0,269,1,1,1,0,1,0,1,0,1,1269.0054577666667,skip
190,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1460,190,2,,0.0,27,1,1,1,0,1,0,1,0,1,262.6645154166667,skip
191,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1468,191,1,,0.0,270,1,1,1,1,0,1,1,0,1,220.36129626666667,no-action
192,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1476,192,1,,0.0,271,1,1,1,1,0,1,1,0,1,1126.0657380166667,skip
193,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1483,193,2,,0.0,272,1,1,1,0,1,0,1,0,1,210.80023855,no-action
194,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1491,194,2,,0.0,273,1,1,1,1,0,1,1,0,1,265.95620565,skip
195,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1498,195,2,,0.0,274,1,1,1,0,1,0,1,0,1,237.34741036666668,no-action
196,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1506,196,2,,0.0,275,1,1,1,1,0,1,1,0,1,199.5314619,no-action
197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1515,197,2,Inserted_Activity_resource,30.0,276,1,1,1,1,0,1,1,1,1,218.88827125,no-action
198,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1523,198,2,,0.0,277,1,1,1,1,0,1,1,0,1,239.09859551666668,no-action
199,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1531,199,2,,0.0,278,1,1,1,1,0,1,1,0,1,227.2662585,no-action
200,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1539,200,2,,0.0,279,1,1,1,1,0,1,1,0,1,199.1904806,no-action
201,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1546,201,2,,0.0,28,1,1,1,0,1,0,1,0,1,235.16089766666667,no-action
202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1555,202,2,Inserted_Activity_resource,30.0,280,1,1,1,1,0,1,1,1,1,257.36502303333333,skip
203,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1563,203,2,,0.0,281,1,1,1,1,0,1,1,0,1,1122.5736751166667,skip
204,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1571,204,2,,0.0,282,1,1,1,1,0,1,1,0,1,1160.2392028333334,skip
205,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1578,205,3,,0.0,283,1,1,1,0,1,0,1,0,1,1254.20184265,skip
206,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1585,206,3,,0.0,284,1,1,1,0,1,0,1,0,1,268.71170863333333,skip
207,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1592,207,3,,0.0,285,1,1,1,0,1,0,1,0,1,243.57668896666667,no-action
208,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1599,208,2,,0.0,286,1,1,1,0,1,0,1,0,1,1241.00484605,skip
209,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1607,209,2,,0.0,287,1,1,1,1,0,1,1,0,1,221.18189881666666,no-action
210,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1614,210,3,,0.0,288,1,1,1,0,1,0,1,0,1,240.3181564,no-action
211,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1622,211,3,,0.0,289,1,1,1,1,0,1,1,0,1,230.39574235,no-action
212,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1629,212,2,,0.0,29,1,1,1,0,1,0,1,0,1,219.91992821666668,insert
213,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1636,213,3,,0.0,290,1,1,1,0,1,0,1,0,1,239.12662315,no-action
214,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1644,214,3,,0.0,291,1,1,1,1,0,1,1,0,1,254.78931175,skip
215,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1652,215,3,,0.0,292,1,1,1,1,0,1,1,0,1,209.46057585,no-action
216,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1660,216,3,,0.0,293,1,1,1,1,0,1,1,0,1,209.76331115,insert
217,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1668,217,3,,0.0,294,1,1,1,1,0,1,1,0,1,212.53409166666665,no-action
218,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1676,218,3,,0.0,295,1,1,1,1,0,1,1,0,1,259.96314036666666,skip
219,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1684,219,3,,0.0,296,1,1,1,1,0,1,1,0,1,1165.8771476166667,skip
220,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1692,220,3,,0.0,297,1,1,1,1,0,1,1,0,1,1200.5806450333334,skip
221,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1699,221,3,,0.0,298,1,1,1,0,1,0,1,0,1,1187.43103995,skip
222,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1706,222,4,,0.0,299,1,1,1,0,1,0,1,0,1,249.0736919,no-action
223,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1714,223,0,,0.0,3,1,1,1,1,0,1,1,0,1,217.54385435,no-action
224,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1722,224,1,,0.0,30,1,1,1,1,0,1,1,0,1,1010.3401079166666,skip
225,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1729,225,4,,0.0,300,1,1,1,0,1,0,1,0,1,242.66170708333334,no-action
226,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1736,226,4,,0.0,301,1,1,1,0,1,0,1,0,1,267.0320424166667,skip
227,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1743,227,3,,0.0,302,1,1,1,0,1,0,1,0,1,217.61761985,no-action
228,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1751,228,3,,0.0,303,1,1,1,1,0,1,1,0,1,214.0085702,insert
229,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1758,229,4,,0.0,304,1,1,1,0,1,0,1,0,1,220.5767995,no-action
230,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1766,230,4,,0.0,305,1,1,1,1,0,1,1,0,1,257.0122506833333,skip
231,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1774,231,4,,0.0,306,1,1,1,1,0,1,1,0,1,234.39656778333332,no-action
232,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1782,232,4,,0.0,307,1,1,1,1,0,1,1,0,1,200.72995513333333,no-action
233,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1790,233,4,,0.0,308,1,1,1,1,0,1,1,0,1,218.04007601666666,no-action
234,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1798,234,4,,0.0,309,1,1,1,1,0,1,1,0,1,236.42181068333332,no-action
235,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1806,235,1,,0.0,31,1,1,1,1,0,1,1,0,1,4129.45359615,skip
236,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1813,236,4,,0.0,310,1,1,1,0,1,0,1,0,1,4049.4248022666666,skip
237,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1821,237,4,,0.0,311,1,1,1,1,0,1,1,0,1,3683.8747978666665,skip
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1830,238,4,Inserted_Activity_resource,30.0,312,1,1,1,1,0,1,1,1,1,242.56778633333334,no-action
239,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1838,239,4,,0.0,313,1,1,1,1,0,1,1,0,1,222.7626524,no-action
240,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1845,240,4,,0.0,314,1,1,1,0,1,0,1,0,1,3706.7004455166666,skip
241,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1852,241,0,,0.0,315,1,1,1,0,1,0,1,0,1,216.92604176666666,no-action
242,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1859,242,0,,0.0,316,1,1,1,0,1,0,1,0,1,255.82468693333334,skip
243,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1866,243,0,,0.0,317,1,1,1,0,1,0,1,0,1,238.29619118333332,no-action
244,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1874,244,4,,0.0,318,1,1,1,1,0,1,1,0,1,224.59834743333334,insert
245,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1882,245,4,,0.0,319,1,1,1,1,0,1,1,0,1,221.81334376666666,no-action
246,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1889,246,2,,0.0,32,1,1,1,0,1,0,1,0,1,231.20900026666666,no-action
247,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1896,247,0,,0.0,320,1,1,1,0,1,0,1,0,1,228.31606736666666,no-action
248,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1904,248,0,,0.0,321,1,1,1,1,0,1,1,0,1,208.39849676666665,no-action
249,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1911,249,0,,0.0,322,1,1,1,0,1,0,1,0,1,237.74085953333332,no-action
250,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1919,250,0,,0.0,323,1,1,1,1,0,1,1,0,1,257.6293929,skip
251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1928,251,0,Inserted_Activity_resource,30.0,324,1,1,1,1,0,1,1,1,1,1232.2703322833333,skip
252,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1936,252,0,,0.0,325,1,1,1,1,0,1,1,0,1,1111.6832161,skip
253,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1943,253,0,,0.0,326,1,1,1,0,1,0,1,0,1,1191.7188857166666,skip
254,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1951,254,0,,0.0,327,1,1,1,1,0,1,1,0,1,260.84660845,skip
255,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1959,255,0,,0.0,328,1,1,1,1,0,1,1,0,1,240.92452158333333,no-action
256,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1967,256,0,,0.0,329,1,1,1,1,0,1,1,0,1,1205.6248902333334,skip
257,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1975,257,2,,0.0,33,1,1,1,1,0,1,1,0,1,213.70179626666666,no-action
258,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1982,258,0,,0.0,330,1,1,1,0,1,0,1,0,1,236.6225649,no-action
259,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1989,259,1,,0.0,331,1,1,1,0,1,0,1,0,1,217.48308553333334,no-action
260,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1996,260,1,,0.0,332,1,1,1,0,1,0,1,0,1,204.15796011666666,no-action
261,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2003,261,1,,0.0,333,1,1,1,0,1,0,1,0,1,232.40111388333332,no-action
262,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2010,262,0,,0.0,334,1,1,1,0,1,0,1,0,1,267.46235115,skip
263,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2018,263,0,,0.0,335,1,1,1,1,0,1,1,0,1,215.65913701666668,no-action
264,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2025,264,1,,0.0,336,1,1,1,0,1,0,1,0,1,210.68737963333334,insert
265,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2033,265,1,,0.0,337,1,1,1,1,0,1,1,0,1,208.19402841666667,no-action
266,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2040,266,1,,0.0,338,1,1,1,0,1,0,1,0,1,258.44534308333334,skip
267,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2048,267,1,,0.0,339,1,1,1,1,0,1,1,0,1,1221.90487665,skip
268,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2056,268,2,,0.0,34,1,1,1,1,0,1,1,0,1,1249.6510581,skip
269,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2064,269,1,,0.0,340,1,1,1,1,0,1,1,0,1,1184.3842119166666,skip
270,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2072,270,1,,0.0,341,1,1,1,1,0,1,1,0,1,235.48130798333332,no-action
271,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2080,271,1,,0.0,342,1,1,1,1,0,1,1,0,1,215.45153893333332,no-action
272,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2088,272,1,,0.0,343,1,1,1,1,0,1,1,0,1,1150.1596187333334,skip
273,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2096,273,1,,0.0,344,1,1,1,1,0,1,1,0,1,239.70457553333333,no-action
274,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2104,274,1,,0.0,345,1,1,1,1,0,1,1,0,1,269.58961841666667,skip
275,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2111,275,1,,0.0,346,1,1,1,0,1,0,1,0,1,218.69595265,no-action
276,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2118,276,2,,0.0,347,1,1,1,0,1,0,1,0,1,208.81756781666667,insert
277,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2125,277,2,,0.0,348,1,1,1,0,1,0,1,0,1,227.22809526666666,no-action
278,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2132,278,2,,0.0,349,1,1,1,0,1,0,1,0,1,248.76276145,no-action
279,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2140,279,2,,0.0,35,1,1,1,1,0,1,1,0,1,244.1296587,no-action
280,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2147,280,1,,0.0,350,1,1,1,0,1,0,1,0,1,217.42445706666666,insert
281,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2155,281,1,,0.0,351,1,1,1,1,0,1,1,0,1,209.49287176666667,no-action
282,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2162,282,2,,0.0,352,1,1,1,0,1,0,1,0,1,238.99471481666666,no-action
283,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2170,283,2,,0.0,353,1,1,1,1,0,1,1,0,1,1219.9857546666667,skip
284,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2178,284,2,,0.0,354,1,1,1,1,0,1,1,0,1,1230.8836330333334,skip
285,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2186,285,2,,0.0,355,1,1,1,1,0,1,1,0,1,1215.8242805666666,skip
286,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2194,286,2,,0.0,356,1,1,1,1,0,1,1,0,1,268.81448901666664,skip
287,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2202,287,2,,0.0,357,1,1,1,1,0,1,1,0,1,233.39130433333332,no-action
288,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2209,288,2,,0.0,358,1,1,1,0,1,0,1,0,1,1158.7829699833333,skip
289,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2217,289,2,,0.0,359,1,1,1,1,0,1,1,0,1,219.0631897,no-action
290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2226,290,2,Inserted_Activity_resource,30.0,36,1,1,1,1,0,1,1,1,1,266.36273746666666,skip
291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2235,291,2,Inserted_Activity_resource,30.0,360,1,1,1,1,0,1,1,1,1,234.14071741666666,no-action
292,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2243,292,2,,0.0,361,1,1,1,1,0,1,1,0,1,201.91707071666667,no-action
293,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2250,293,2,,0.0,362,1,1,1,0,1,0,1,0,1,206.29402858333333,no-action
294,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2257,294,3,,0.0,363,1,1,1,0,1,0,1,0,1,245.3884931,no-action
295,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2264,295,3,,0.0,364,1,1,1,0,1,0,1,0,1,211.2926756,no-action
296,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2271,296,3,,0.0,365,1,1,1,0,1,0,1,0,1,211.39049065,no-action
297,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2279,297,2,,0.0,366,1,1,1,1,0,1,1,0,1,247.08057421666666,no-action
298,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2287,298,2,,0.0,367,1,1,1,1,0,1,1,0,1,264.2649776,skip
299,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2294,299,3,,0.0,368,1,1,1,0,1,0,1,0,1,1154.8792392333332,skip
300,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2302,300,3,,0.0,369,1,1,1,1,0,1,1,0,1,1131.55760935,skip
301,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2310,301,2,,0.0,37,1,1,1,1,0,1,1,0,1,1209.6418216333334,skip
302,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2317,302,3,,0.0,370,1,1,1,0,1,0,1,0,1,263.2699831,skip
303,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2325,303,3,,0.0,371,1,1,1,1,0,1,1,0,1,232.18211153333334,no-action
304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2334,304,3,Inserted_Activity_resource,30.0,372,1,1,1,1,0,1,1,1,1,1120.3665054333333,skip
305,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2342,305,3,,0.0,373,1,1,1,1,0,1,1,0,1,217.05216343333333,no-action
306,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,2350,306,3,,0.0,374,1,1,1,1,0,1,1,0,1,241.27745561666666,no-action
